Target,Loss,Prediction
8,0.3248031735420227,6
5,0.38805145025253296,9
8,0.26305538415908813,9
3,0.42643967270851135,4
6,0.25812870264053345,1
2,0.49099281430244446,1
9,0.2916122078895569,2
7,0.009455952793359756,7
9,0.4948197901248932,8
7,0.3751767873764038,3
1,0.4674535393714905,4
0,0.4681492745876312,7
5,0.4796738922595978,7
4,0.2629695534706116,2
9,0.007295932155102491,9
7,0.4292493462562561,9
1,0.4757686257362366,9
2,0.4174920618534088,3
7,0.416560560464859,2
7,0.4409120976924896,6
5,0.343766450881958,4
1,0.6817308664321899,5
6,0.010381493717432022,6
6,0.010166727937757969,6
3,0.39194798469543457,2
0,0.4060657024383545,6
6,0.36608150601387024,3
7,0.2900873124599457,2
3,0.44290146231651306,4
9,0.6876153349876404,0
9,0.351188987493515,0
5,0.3751230537891388,9
8,0.4464423358440399,1
9,0.3885325789451599,3
0,0.3042653203010559,4
0,0.011242284439504147,0
0,0.23754039406776428,3
9,0.38162025809288025,7
9,0.4370003044605255,5
9,0.2520960569381714,6
2,0.4480510354042053,5
7,0.5146006345748901,2
8,0.40352484583854675,2
5,0.31190332770347595,7
6,0.24059246480464935,1
4,0.5568409562110901,1
3,0.3612491190433502,1
8,0.5154943466186523,2
2,0.005208225455135107,2
1,0.37300917506217957,0
1,0.6540542244911194,9
1,0.5230792164802551,5
7,0.011201552115380764,7
8,0.2628689706325531,9
7,0.4294048547744751,2
3,0.34484922885894775,2
4,0.3510228991508484,5
1,0.5420805811882019,2
3,0.3625553846359253,4
9,0.3029230833053589,3
1,0.009154414758086205,1
7,0.28171464800834656,1
9,0.3656941056251526,8
7,0.3265044391155243,2
0,0.5966854691505432,1
8,0.2579854130744934,1
5,0.48563259840011597,4
5,0.5852898359298706,9
7,0.007849308662116528,7
1,0.37660205364227295,8
7,0.4203602373600006,5
6,0.28698450326919556,9
0,0.40615391731262207,6
3,0.5303186774253845,7
1,0.4362448453903198,4
0,0.3599495589733124,1
9,0.009491031989455223,9
3,0.4334346652030945,0
2,0.46178603172302246,3
7,0.39333266019821167,1
7,0.5351084470748901,5
1,0.38606464862823486,3
4,0.01575002446770668,4
4,0.4018577039241791,5
5,0.41778942942619324,7
6,0.43935680389404297,7
5,0.3780706822872162,4
6,0.5014262795448303,7
9,0.006847366690635681,9
8,0.40956905484199524,4
0,0.3575457036495209,3
1,0.48909324407577515,3
0,0.21645043790340424,8
4,0.3638257086277008,0
4,0.3154643177986145,1
6,0.012347348965704441,6
9,0.45496687293052673,1
6,0.3712599575519562,1
1,0.27604204416275024,4
9,0.5644552707672119,1
6,0.381430447101593,8
0,0.41188889741897583,3
5,0.39851856231689453,9
8,0.521692156791687,6
4,0.384689062833786,6
3,0.6088058352470398,1
8,0.006869858130812645,8
7,0.31798118352890015,5
6,0.34606048464775085,2
9,0.007805993314832449,9
9,0.008887813426554203,9
1,0.5872340798377991,8
5,0.36032015085220337,1
3,0.3833240568637848,7
2,0.5139541625976562,7
9,0.3996994197368622,0
7,0.4246654212474823,0
2,0.3840544819831848,6
6,0.487629771232605,9
1,0.00428872462362051,1
5,0.41432926058769226,2
2,0.00892576016485691,2
1,0.5684305429458618,9
6,0.5315431952476501,2
3,0.36390265822410583,6
3,0.4279524087905884,6
3,0.38816818594932556,1
4,0.3676336109638214,9
9,0.3577817976474762,3
9,0.4993002414703369,0
1,0.3328126072883606,4
5,0.3778195083141327,7
5,0.3738020956516266,6
0,0.30182790756225586,7
6,0.37022218108177185,1
4,0.5552887320518494,8
7,0.4897221028804779,1
9,0.360042929649353,1
7,0.38966360688209534,2
0,0.4400821328163147,8
6,0.39382144808769226,1
2,0.49432653188705444,3
4,0.4397001564502716,3
6,0.0124661298468709,6
4,0.4695587754249573,2
5,0.662882387638092,4
9,0.009474052116274834,9
9,0.011236753314733505,9
9,0.016037248075008392,9
4,0.012456104159355164,4
6,0.29370319843292236,3
4,0.6377952098846436,6
5,0.34008777141571045,7
6,0.3668074607849121,4
4,0.4248715341091156,6
8,0.011629111133515835,8
3,0.008700195699930191,3
9,0.5510751008987427,5
7,0.3200529217720032,4
4,0.4491453766822815,3
7,0.5048247575759888,1
8,0.011032318696379662,8
9,0.4973372519016266,4
8,0.2829021215438843,7
6,0.011861853301525116,6
5,0.38747623562812805,0
2,0.31755366921424866,9
6,0.4748162627220154,5
3,0.35326945781707764,1
4,0.3958403766155243,3
1,0.40960127115249634,8
1,0.4299210011959076,2
9,0.5127049088478088,7
2,0.4102473556995392,5
1,0.4931972026824951,3
0,0.4190548360347748,4
3,0.3032189607620239,1
8,0.2926481366157532,5
2,0.6186104416847229,7
4,0.450976699590683,0
4,0.00968790240585804,4
7,0.00965898483991623,7
7,0.3724813759326935,5
4,0.3802734613418579,5
3,0.3539787530899048,1
9,0.5217701196670532,0
4,0.387533962726593,9
8,0.42244753241539,6
9,0.013920378871262074,9
0,0.002252751961350441,0
1,0.37798193097114563,8
9,0.3836514353752136,0
8,0.008329231292009354,8
8,0.013290255330502987,8
1,0.4784002900123596,2
7,0.3742571175098419,5
2,0.00915474072098732,2
3,0.010681791231036186,3
7,0.5347002744674683,5
1,0.5459922552108765,0
9,0.41556811332702637,6
1,0.004118514712899923,1
3,0.4183214008808136,9
5,0.2122449427843094,3
4,0.4146896004676819,6
1,0.6667595505714417,9
0,0.5730023384094238,1
8,0.7171736359596252,3
2,0.30572959780693054,9
4,0.3825177848339081,6
6,0.013872955925762653,6
7,0.009488124400377274,7
7,0.4244696795940399,1
6,0.449592649936676,0
0,0.4191230535507202,9
5,0.006940382532775402,5
3,0.3385923504829407,8
0,0.6181785464286804,5
4,0.3944321274757385,2
3,0.33444756269454956,9
9,0.6077520251274109,0
8,0.010613991878926754,8
3,0.49306291341781616,8
3,0.4315701723098755,0
9,0.29672056436538696,6
7,0.4194311201572418,9
9,0.3945639431476593,1
6,0.5043845772743225,1
8,0.2876235842704773,6
2,0.43334072828292847,5
7,0.009443141520023346,7
3,0.3983340561389923,6
6,0.011879240162670612,6
6,0.31778621673583984,0
2,0.40323302149772644,6
3,0.47911959886550903,6
7,0.447948694229126,1
8,0.3004910945892334,7
3,0.3537573218345642,1
7,0.2647590935230255,5
0,0.3612413704395294,8
7,0.4502711892127991,3
9,0.3157739043235779,6
0,0.4301430881023407,6
3,0.509127140045166,8
6,0.008826969191432,6
6,0.32655617594718933,8
5,0.4461686611175537,4
9,0.014719857834279537,9
1,0.5757076740264893,6
6,0.5906487703323364,1
5,0.4625510573387146,3
8,0.0058428626507520676,8
3,0.004559881519526243,3
7,0.35271933674812317,4
7,0.5219899415969849,1
4,0.42287418246269226,7
6,0.3520336151123047,1
3,0.0063918461091816425,3
4,0.5473952293395996,8
5,0.008868291042745113,5
4,0.28896209597587585,1
0,0.39360541105270386,1
8,0.33295464515686035,4
6,0.3539356589317322,0
8,0.7044119834899902,9
4,0.33228564262390137,3
7,0.006638925522565842,7
2,0.452468603849411,4
5,0.6224977970123291,9
3,0.5722007751464844,9
2,0.005766319110989571,2
9,0.3109630048274994,4
1,0.42110690474510193,9
7,0.44315463304519653,9
5,0.4853910207748413,1
0,0.015946203842759132,0
8,0.40394115447998047,3
0,0.46981287002563477,9
7,0.36221495270729065,0
8,0.013519317843019962,8
2,0.00627202820032835,2
0,0.6732559204101562,1
1,0.2168143391609192,6
7,0.37457355856895447,0
8,0.6184092164039612,5
2,0.36055174469947815,6
5,0.4440108835697174,3
7,0.3693625032901764,2
7,0.00957796722650528,7
8,0.00878031924366951,8
0,0.39746418595314026,8
0,0.2938379645347595,6
2,0.554698646068573,0
3,0.37885940074920654,7
8,0.3240642547607422,9
4,0.00997134204953909,4
3,0.4578285217285156,5
8,0.43425753712654114,6
1,0.39628955721855164,4
0,0.010538709349930286,0
3,0.4916675090789795,9
8,0.4948890209197998,1
6,0.2919613718986511,0
7,0.3790441155433655,1
1,0.4859188199043274,4
0,0.4491342008113861,9
0,0.3807431757450104,9
0,0.009396369569003582,0
6,0.6889678239822388,8
5,0.4269050359725952,4
8,0.5210776329040527,1
1,0.00848748441785574,1
7,0.3634978234767914,6
3,0.012870424427092075,3
8,0.4487115442752838,5
9,0.010260719805955887,9
3,0.2316576987504959,0
5,0.32264000177383423,7
2,0.3748500645160675,9
5,0.41523799300193787,7
7,0.002041544998064637,7
8,0.35376888513565063,9
5,0.4185338318347931,1
0,0.4136647582054138,5
2,0.3897377848625183,1
1,0.28862783312797546,6
5,0.4621201753616333,6
5,0.4766567349433899,8
5,0.47835803031921387,7
1,0.009672691114246845,1
0,0.4132533371448517,3
7,0.5325077176094055,0
1,0.3668633699417114,3
3,0.011361167766153812,3
8,0.5102207660675049,2
8,0.19986365735530853,4
8,0.3959065079689026,5
7,0.29662656784057617,3
