Target,Loss,Prediction
8,0.3598978817462921,6
5,0.41340377926826477,9
9,0.015308503992855549,9
4,0.012011539191007614,4
1,0.0071655153296887875,1
8,0.3852895200252533,1
3,0.5315084457397461,2
7,0.022341102361679077,7
6,0.7462219595909119,8
2,0.4838678538799286,3
4,0.014259392395615578,4
7,0.01879478618502617,7
9,0.2795826196670532,7
2,0.022565478459000587,2
9,0.011337308213114738,9
9,0.00983684416860342,9
7,0.33930811285972595,9
1,0.32312318682670593,3
0,0.2728889584541321,2
6,0.021553682163357735,6
4,0.006271512247622013,4
3,0.1011209785938263,5
6,0.010578915476799011,6
6,0.011029761284589767,6
5,0.49703410267829895,2
6,0.010736809112131596,6
3,0.014475250616669655,3
5,0.02057793363928795,5
4,0.014390883035957813,4
4,0.4588726758956909,0
0,0.02995610609650612,0
9,0.021234970539808273,9
9,0.43179771304130554,1
7,0.3162834346294403,3
1,0.6747497320175171,4
2,0.45018401741981506,0
7,0.6706385016441345,3
7,0.020196424797177315,7
7,0.37792080640792847,3
5,0.42612144351005554,7
5,0.013403510674834251,5
1,0.5548261404037476,2
3,0.533124566078186,2
0,0.2943666875362396,7
6,0.337825745344162,1
1,0.0058618029579520226,1
1,0.016672413796186447,1
7,0.6542635560035706,2
2,0.020867686718702316,2
3,0.4050499200820923,0
9,0.014539775438606739,9
9,0.2505732476711273,5
7,0.02176155149936676,7
9,0.0131491394713521,9
2,0.0195241030305624,2
2,0.04013587906956673,2
5,0.0256373081356287,5
2,0.022649846971035004,2
4,0.0337265208363533,4
8,0.5568775534629822,9
1,0.0065181017853319645,1
1,0.010730685666203499,1
9,0.34726300835609436,8
0,0.35425087809562683,2
0,0.43386760354042053,1
0,0.39894166588783264,1
9,0.5540013313293457,4
9,0.01754666678607464,9
7,0.012032165192067623,7
8,0.0028800733853131533,8
9,0.5158923268318176,5
2,0.32468217611312866,9
7,0.7093074321746826,6
8,0.5121224522590637,7
5,0.07863671332597733,5
6,0.4102402329444885,1
9,0.011913474649190903,9
0,0.011932604014873505,0
3,0.03378860652446747,3
4,0.6971802115440369,1
3,0.01796661876142025,3
8,0.49953651428222656,3
4,0.018295804038643837,4
1,0.5424108505249023,5
7,0.02520395629107952,7
7,0.024793511256575584,7
4,0.009760923683643341,4
7,0.016192009672522545,7
1,0.4954434633255005,9
4,0.015521254390478134,4
1,0.31313619017601013,3
3,0.00751795107498765,3
