Target,Loss,Prediction
8,0.33362480998039246,6
5,0.40026211738586426,9
8,0.24575024843215942,9
3,0.4170202910900116,4
6,0.3065102696418762,1
2,0.43554598093032837,1
9,0.35167524218559265,2
7,0.012242035940289497,7
9,0.41880834102630615,8
7,0.4380451440811157,3
1,0.50447678565979,4
0,0.3632238507270813,7
5,0.46406033635139465,7
4,0.24450509250164032,2
9,0.008826072327792645,9
7,0.3650939464569092,9
1,0.5051853656768799,9
2,0.2629971206188202,3
7,0.46761465072631836,2
7,0.3605504333972931,6
4,0.011401928029954433,4
5,0.0100703751668334,5
6,0.009287979453802109,6
6,0.0077266572043299675,6
1,0.25992366671562195,2
3,0.39089876413345337,6
0,0.3161207437515259,3
6,0.25679388642311096,2
7,0.3513154685497284,4
3,0.2668856084346771,0
9,0.33625155687332153,0
9,0.010370558127760887,9
5,0.3687024414539337,1
8,0.36545443534851074,3
9,0.3664531409740448,4
0,0.01195148378610611,0
0,0.24114766716957092,3
7,0.01024358719587326,7
0,0.3861340880393982,3
9,0.2463441789150238,4
9,0.3650090992450714,5
9,0.6068701148033142,2
2,0.009202112443745136,2
7,0.012786378152668476,7
8,0.40488678216934204,1
5,0.31726136803627014,1
6,0.31991446018218994,1
4,0.2953107953071594,2
2,0.007687487173825502,2
3,0.33654648065567017,0
8,0.35297495126724243,9
1,0.4066261351108551,5
7,0.010183068923652172,7
1,0.37931108474731445,9
1,0.54179447889328,2
8,0.29021337628364563,2
7,0.4125083088874817,3
2,0.004172081593424082,2
4,0.013416662812232971,4
3,0.007129437755793333,3
1,0.008668141439557076,1
4,0.28158989548683167,1
1,0.31162163615226746,8
3,0.42729970812797546,2
9,0.5239682793617249,1
7,0.4043675363063812,1
9,0.314181387424469,4
7,0.5156272053718567,9
7,0.00999150425195694,7
0,0.4236026704311371,8
8,0.23495596647262573,5
5,0.36102885007858276,9
5,0.5312932729721069,6
7,0.005588117986917496,7
1,0.2850056290626526,2
7,0.407083660364151,1
9,0.00822289939969778,9
6,0.3934563100337982,0
0,0.37353768944740295,3
3,0.4541425406932831,1
1,0.4377041459083557,3
0,0.5357545018196106,3
4,0.012278229929506779,4
3,0.2604832947254181,5
2,0.500701367855072,7
7,0.009655468165874481,7
7,0.41620174050331116,4
7,0.005823555402457714,7
1,0.553582489490509,9
4,0.007513857446610928,4
4,0.2966577708721161,2
4,0.36318239569664,3
5,0.3207988440990448,8
6,0.33802470564842224,0
5,0.32916563749313354,1
6,0.013266447931528091,6
9,0.41872042417526245,1
8,0.4708414673805237,1
0,0.34279704093933105,4
1,0.0073220268823206425,1
0,0.18755075335502625,8
4,0.425785094499588,3
4,0.2669808268547058,9
6,0.006474429741501808,6
9,0.33422449231147766,6
6,0.6136632561683655,1
1,0.422486275434494,8
9,0.32991543412208557,5
6,0.4107305705547333,2
9,0.006861845497041941,9
0,0.35021504759788513,9
5,0.2649177014827728,8
8,0.41363945603370667,1
4,0.39723289012908936,7
3,0.3889394700527191,7
8,0.3651050925254822,0
7,0.5568267703056335,0
6,0.00840854924172163,6
9,0.014686523005366325,9
1,0.006351725198328495,1
1,0.47145169973373413,2
5,0.48751339316368103,2
9,0.010449334047734737,9
3,0.3079158663749695,2
2,0.3717827796936035,6
6,0.00833771750330925,6
9,0.41653576493263245,1
9,0.01015197578817606,9
7,0.39232251048088074,5
2,0.3921848237514496,0
6,0.4066045880317688,4
5,0.4999036192893982,7
2,0.302731454372406,6
1,0.301481157541275,7
1,0.007003775332123041,1
6,0.3893701434135437,8
3,0.3367074429988861,1
3,0.4755869209766388,1
3,0.41739583015441895,2
8,0.00562038691714406,8
4,0.40534186363220215,1
3,0.013081120327115059,3
9,0.4999110698699951,3
9,0.2969359755516052,6
1,0.4979715645313263,2
5,0.6370422840118408,4
9,0.017658818513154984,9
9,0.009764939546585083,9
5,0.008526362478733063,5
0,0.3002767860889435,4
6,0.32509756088256836,3
6,0.003026860998943448,6
4,0.34418442845344543,7
7,0.26834744215011597,4
9,0.2542172372341156,6
8,0.013491400517523289,8
7,0.42457476258277893,5
0,0.5888140797615051,5
4,0.009394132532179356,4
6,0.3309783935546875,3
2,0.3930039405822754,1
4,0.3919278383255005,8
6,0.43008551001548767,4
4,0.45499804615974426,7
6,0.011076263152062893,6
5,0.4008316099643707,0
9,0.009544101543724537,9
9,0.41701385378837585,5
4,0.4153466820716858,1
3,0.010517398826777935,3
6,0.4360685646533966,8
4,0.30195674300193787,2
5,0.37557247281074524,7
6,0.47982701659202576,5
4,0.32987040281295776,3
3,0.2800396680831909,4
1,0.010176831856369972,1
9,0.3610718846321106,5
7,0.01037114579230547,7
4,0.29215580224990845,0
7,0.34786197543144226,4
7,0.007978513836860657,7
8,0.46087872982025146,5
9,0.4289654791355133,5
8,0.30902519822120667,1
0,0.003364982083439827,0
5,0.3503304719924927,9
6,0.007377236615866423,6
2,0.26259884238243103,9
0,0.007051249500364065,0
8,0.00651549594476819,8
7,0.007702958304435015,7
8,0.010853358544409275,8
6,0.4113824963569641,8
3,0.5011764168739319,2
5,0.01204078271985054,5
4,0.3554169237613678,2
3,0.021816585212945938,3
1,0.42578935623168945,5
